night,title,author,index_code
577,物語論辞典,ジェラルド・プリンス,8
578,あなたみたいな明治の女,群ようこ,6
579,怪しい日本語研究室,イアン・アーシー,8
580,アンナ・カレーニナ,レフ・トルストイ,5
581,開国,伊部英男,6
582,エスとの対話,ゲオルグ・グロデック＆野間俊一,2
583,草枕,夏目漱石,5
584,ガイアの時代,ジェームズ・ラヴロック,1
585,華日記,早坂暁,5
586,毛皮を着たヴィーナス,レオポルド・フォン・ザッヘル=マゾッホ,5
587,ゲームの大学,平林久和・赤尾晃一,1
588,我と汝・対話,マルティン・ブーバー,3
589,若山牧水歌集,若山喜志子選,5
590,品格と色気と哀愁と,森繁久弥,7
591,反少女の灰皿,矢川澄子,5
592,明六社の人びと,戸沢行夫,6
593,センス・オブ・ワンダー,レイチェル・カーソン,1
594,遅刻の誕生,橋本毅彦・栗山茂久編著,7
595,ゴッドファーザー伝説,ビル・ボナーノ,7
596,花月のコスモロジー,大峯顯,5
597,突囲表演,残雪,5
598,ニワトリとタマゴ,アントワーヌ・ダンシャン,2
599,パノラマ島奇談,江戸川乱歩,5
600,リア王,ウィリアム・シェイクスピア,5
601,日本の音,小泉文夫,8
602,クラクラ日記,坂口三千代,6
603,京ことばの知恵,河野仁昭,8
604,水晶,アーダルベルト・シュティフター,5
605,武士道,新渡戸稲造,3
606,なぜ、「あれ」が思い出せなくなるのか,ダニエル・Ｌ・シャクター,8
607,水墨画,矢代幸雄,5
608,暗黒の女神,ロバート・グレイヴズ,6
609,スローカーブを、もう一球,山際淳司,7
610,君主論,ニッコロ・マキアヴェリ,3
611,ハックルベリイ・フィンの冒険,マーク・トウェイン,5
612,読経の世界,清水眞澄,8
613,本の国の王様,リチャード・ブース,8
614,女形無限,中村雀右衛門,5
615,中国の伝統美学,李沢厚,5
616,白亜紀に夜がくる,ジェームズ・パウエル,2
617,ベルゼバブの孫への話,ゲオルギー・I・グルジェフ,3
618,好色一代男,井原西鶴,5
619,乾電池あそび,実野恒久,1
620,ピューリタン,大木英夫,6
621,ポーの一族,萩尾望都,5
622,ヒトはいつから人間になったか,リチャード・リーキー,2
623,バレエの魔力,鈴木晶,5
624,愚管抄,慈円,6
625,内なるミューズ,ヨン＝ロアル・ビョルクヴォル,8
626,アジア史概説,宮崎市定,6
627,短歌一生,上田三四二,5
628,緋色の研究,コナン・ドイル,5
629,湛山回想,石橋湛山,6
630,人生ではじめて出会う絵本100,横山真佐子ほか編,8
631,カストラート,アンドレ・コルビオ,5
632,クーデンホーフ光子の手記,クーデンホーフ光子,6
633,新・日本名刀100選,佐藤寒山,5
634,ナジャ,アンドレ・ブルトン,5
635,浦島太郎の文学史,三浦佑之,6
636,自然学の提唱,今西錦司,2
637,存在の大いなる連鎖,アーサー・O・ラヴジョイ,3
638,たけくらべ,樋口一葉,5
639,消費社会の神話と構造,ジャン・ボードリヤール,4
640,カラスは偉い,佐々木洋,2
641,風立ちぬ,堀辰雄,5
642,話術,徳川夢声,5
643,第一次世界大戦,リデル・ハート,6
644,文房清玩,中田勇次郎,5
645,アーミッシュ,菅原千代志,7
646,狂言のことだま,山本東次郎,5
647,ミーム・マシーンとしての私,スーザン・ブラックモア,2
648,暗黒日記,清沢洌,6
649,北回帰線,ヘンリー・ミラー,5
650,小さき者へ,有島武郎,5
651,四国遍路,川端龍子,5
652,革命的ロマン主義,アンリ・ルフェーブル,3
653,日本の耳,小倉朗,8
654,幻想の感染,スラヴォイ・ジジェク,3
655,武蔵野,国木田独歩,5
656,聖なる女,田中貴子,6
657,オイディプス王,ソポクレス,5
658,三大陸周遊記,イブン・バットゥータ,6
659,天然まんが家,本宮ひろ志,5
660,俳句と地球物理,寺田寅彦,1
661,やおい幻論,榊原史保美,7
662,数字で読む日本人 2002,溝江昌吾,7
663,孤独な散歩者の夢想,ジャン・ジャック・ルソー,3
664,オリエント急行殺人事件,アガサ・クリスティ,5
665,青猫,萩原朔太郎,5
666,声の文化と文字の文化,ウォルター・オング,8
667,タリバン,田中宇,7
668,アマテラスの変貌,佐藤弘夫,6
669,三絃の誘惑,樋口覚,5
670,数学と自然科学の哲学,ヘルマン・ワイル,1
671,情報学の基礎,米山優,1
672,気まぐれ美術館,洲之内徹,5
673,おとぎ話が神話になるとき,ジャック・ザイプス,8
674,五番町夕霧楼,水上勉,5
675,キャラメルの値段,市橋芳則,7
676,整体入門,野口晴哉,2
677,伽藍とバザール,エリック・レイモンド,1
678,ビーダーマイヤー時代,マックス・フォン・ベーン,6
679,オフサイドはなぜ反則か,中村敏雄,7
680,マルドロールの歌,ロートレアモン,5
681,華厳経,高銀,3
682,女たちよ！,伊丹十三,7
683,文明のなかの博物学,西村三郎,3
684,天才と分裂病の進化論,デイヴィッド・ホロビン,2
685,アレゴリーとシンボル,ルドルフ・ウィトカウアー,3
686,和魂洋才の系譜,平川祐弘,6
687,宇宙創造とダークマター,マイケル・リオーダン＆ディヴィッド・シュラム,1
688,大菩薩峠,中里介山,5
689,「いき」の構造,九鬼周造,3
690,イリュミナシオン,アルチュール・ランボオ,5
691,大人たちの失敗,櫻井よしこ,7
692,記憶の茂み,斎藤史,5
693,歴史のアウトサイダー,ベルント・レック,6
694,ゑびすの旅,大江時雄,6
695,反解釈,スーザン・ソンタグ,3
696,喜劇の殿様,高野正雄,5
697,ケンペルと徳川綱吉,ベアトリス・ボダルト=ベイリー,6
698,薔薇十字団,クリストファー・マッキントッシュ,6
699,私が生まれた日,池波正太郎,7
700,野口雨情詩集,野口雨情,5
701,細胞のコミュニケーション,木下清一郎,2
702,エゴン・シーレ,フランク・ウィットフォード,5
703,盆栽の社会学,池井望,5
704,千の顔をもつ英雄,ジョセフ・キャンベル,8
705,現代が受けている挑戦,アーノルド・トインビー,7
706,番と衆,福田アジオ,6
707,居酒屋,エミール・ゾラ,5
708,亜細亜新幹線,前間孝則,6
709,読みなおす一冊,朝日新聞学芸部編,8
710,パンソリ,申在孝,5
711,ありそうもないこと,イヴ・ボヌフォワ,8
712,宮武外骨,吉野孝雄,8
713,脳とクオリア,茂木健一郎,2
714,テクストの快楽,ロラン・バルト,8
715,日本人の鳴き声,中野純,8
716,阿Ｑ正伝,魯迅,5
717,本を書く,アニー・ディラード,8
718,全国アホバカ分布考,松本修,8
719,コモンズ,ローレンス・レッシグ,1
720,第一次文明戦争,マフディ・エルマンジュラ,7
721,江戸の想像力,田中優子,6
722,改造社と山本実彦,松原一枝,8
723,長靴をはいた猫,シャルル・ペロー,5
724,右翼の林檎,犬塚彰,3
725,くっすん大黒,町田康,5
726,荘子,荘子,3
727,ブックストア,リン・ティルマン,8
728,さび,復本一郎,5
729,オークションの社会史,ブライアン・リアマウント,4
730,伊東忠太動物園,伊東忠太・藤森照信・増田彰久,5
731,夜船閑話,白隠,3
732,失われたムー大陸,ジェームズ・チャーチワード,1
733,三位一体論,アウグスティヌス,3
734,丹下左膳,林不忘,5
735,生物から見た世界,ヤーコプ・フォン・ユクスキュル,2
736,大杉栄自叙伝,大杉栄,6
737,和紙千年,高田宏,5
738,アメリカの「人道的」軍事主義,ノーム・チョムスキー,7
739,連歌の世界,伊地知鉄男,8
740,テレビ芸能職人,香取俊介・箱石桂子,7
741,婉という女,大原富枝,5
742,無心の歌・有心の歌,ウィリアム・ブレイク,5
743,渾斎随筆,會津八一,5
744,貝のミラクル,奥谷喬司編,2
745,アレキサンドリア四重奏,ロレンス・ダレル,5
746,うるしの話,松田権六,5
747,落下する夕方,江國香織,5
748,数学的思考,オスカー・ベッカー,1
749,ドイツ青年運動,ウォルター・ラカー,6
750,三教指帰・性霊集,空海,3
751,イルカと墜落,沢木耕太郎,7
752,棚の思想,小川道明,8
753,山家集,西行,5
754,拳の文化史,セップ・リンハルト,8
755,枯木灘,中上健次,5
756,ゲシュタルトクライス,ヴィクトール・フォン・ヴァイツゼッカー,8
757,草木虫魚の人類学,岩田慶治,2
758,阿部一族,森鴎外,5
759,夜学,上田利男,8
760,もう一つの宇宙,フレッド・アラン・ウルフ,1
761,伝統演劇の発想,武智鉄二,5
762,パンセ,ブレーズ・パスカル,3
763,男が女になる病気,植島啓司,3
764,情報とエネルギーの人間科学,ジャック・アタリ,1
765,百年の孤独,ガルシア・マルケス,5
766,文化の仕掛人,秋山邦晴・小野田勇・村上紀史郎ほか,7
767,一茶俳句集,小林一茶,5
768,不思議の国のトムキンス,ジョージ・ガモフ,1
769,巨怪伝,佐野眞一,4
770,背に腹はかえられるか,石原勝敏,2
771,新内的,平岡正明,5
772,ホモ・ルーデンス,ヨハン・ホイジンガ,3
773,悪の華,シャルル・ボードレール,5
774,単一民族神話の起源,小熊英二,6
775,角川類語新辞典,大野晋・浜西正人,8
776,天才セッター中田久美の頭脳,二宮清純,7
777,王法と仏法,黒田俊雄,6
778,建築書,ウィトルーウィウス,5
779,はじめちょろちょろなかぱっぱ,高柳蕗子,8
780,三葉虫の謎,リチャード・フォーティ,2
781,狂王ルートヴィヒ,ジャン・デ・カール,3
782,インテリアと日本人,内田繁,5
783,女性状無意識,小谷真理,3
784,雑談の夜明け,西脇順三郎,5
785,世界樹木神話,ジャック・ブロス,5
786,素顔のイサム・ノグチ,田中一光 [構成],5
787,円朝,小島政二郎,5
788,金色の老人と喪服の時計,ジャック・プレヴェール,5
789,経済学・哲学草稿,カール・マルクス,4
790,拡張された次元,坂根厳夫,5
791,襖,むしゃこうじ・みのる,5
792,共通感覚論,中村雄二郎,3
793,黒い皮膚・白い仮面,フランツ・ファノン,7
794,ナンシー・キュナード,アン・チザム,7
795,お月さまいくつ,金関丈夫,6
796,現人神の創作者たち,山本七平,6
797,あいづち・つなぎ語辞典,Ｗ・Ｊ・ボール,8
798,笑いと異装,飯島吉晴,5
799,国家,プラトン,3
800,AKIRA,大友克洋,5
801,風の王国,五木寛之,5
802,ゾウの耳はなぜ大きい？,クリス・レイヴァーズ,2
803,女のはないき・男のためいき,斎藤茂太,7
804,伝統の創造力,辻井喬,7
805,シンクロニシティ,デイヴィッド・ピート,2
806,天使突抜一丁目,通崎睦美,7
807,都鄙問答,石田梅岩,4
808,ハルビン学院と満洲国,芳地隆之,6
809,樹木学,ピーター・トーマス,2
810,走れ国定忠治,朝倉喬司,6
811,半生の記,藤沢周平,7
812,西王母と七夕伝承,小南一郎,6
813,「編集知」の世紀,寺田元一,8
814,キューブリック全書,デイヴィッド・ヒューズ,5
815,神皇正統記,北畠親房,6
816,共同－体（コルプス）,ジャン＝リュック・ナンシー,3
817,墨子,墨子,3
818,泡沫桀人列伝,秋山祐徳太子,5
819,倫敦！倫敦？,長谷川如是閑,6
820,インド仏教はなぜ亡んだか,保坂俊司,6
821,想像の共同体,ベネディクト・アンダーソン,3
822,裸のランチ,ウィリアム・バロウズ,5
823,葉隠,山本常朝,6
824,水素エコノミー,ジェレミー・リフキン,1
825,ボン書店の幻,内堀弘,8
826,頭巾かぶって五十年,吉田簑助,5
827,スタンド・バイ・ミー,スティーヴン・キング,5
828,創造的人間,湯川秀樹,1
829,兵法家伝書,柳生但馬守宗矩,3
830,心理学と錬金術,カール･グスタフ･ユング,2
831,紫苑物語,石川淳,5
832,国破レテ,村上兵衛,6
833,論理哲学論考,ルードヴィッヒ・ヴィトゲンシュタイン,3
834,鬼の日本史,沢史生,6
835,古寺巡礼,和辻哲郎,3
836,手術室の中へ,弓削孟文,2
837,童謡咄,立川談志,5
838,四運動の理論,シャルル・フーリエ,4
839,鬼龍院花子の生涯,宮尾登美子,5
840,波止場日記,エリック・ホッファー,3
841,名人に香車を引いた男,升田幸三,6
842,エチカ,バルーフ・スピノザ,3
843,経済の誕生,小松和彦・栗本慎一郎,4
844,第三の男,グレアム・グリーン,5
845,放送禁止歌,森達也,5
846,空の思想史,立川武蔵,3
847,鹽壷の匙,車谷長吉,5
848,ソリトン・非線形のふしぎ,渡辺慎介,1
849,乃木大将と日本人,スタンレー・ウォシュバン,6
850,蕪村全句集,与謝蕪村,5
851,ダダ宣言,トリスタン・ツァラ,5
852,南海ホークスがあったころ,永井良和・橋爪紳也,7
853,電気スケート,奈街三郎・茂田井武,5
854,システムの科学,ハーバート・サイモン,1
855,チャタレイ夫人の恋人,デイヴィッド・ロレンス,5
856,東ティモール独立史,松野明久,7
857,埋もれた巨像,上山春平,6
858,時代を創った編集者１０１,寺田博編,8
859,ロウソクの科学,マイケル・ファラデー,1
860,方法の問題,ジャン・ポール・サルトル,3
861,枯山水,重森三玲,5
862,月,アマール・アブダルハミード,5
863,考現学入門,今和次郎,7
864,相楽総三とその同志,長谷川伸,6
865,狭き門,アンドレ・ジッド,5
866,鼓動,大倉正之助,5
867,サイバネティックス,ノーバート・ウィーナー,1
868,吉原と島原,小野武雄,6
869,文化大革命と現代中国,安藤正士・太田勝洪・辻康吾,7
870,杏っ子,室生犀星,5
871,消失と透明化の時代,Ｏ・Ｂ・ハーディソン・ジュニア,1
872,陶淵明全集,陶淵明,5
873,堕落論,坂口安吾,3
874,新しい学,ジャンバッティスタ・ヴィーコ,3
875,女は世界を救えるか,上野千鶴子,3
876,アリランの誕生,宮塚利雄,5
877,この国のなくしもの,野坂昭如,3
878,虚無の信仰,ロジェ＝ポル・ドロワ,6
879,一千一秒物語,稲垣足穂,5
880,エブドメロス,ジョルジュ・デ・キリコ,5
881,王権の海,千田稔,6
882,少年児雷也,杉浦茂,5
883,ヴァリス,フィリップ・Ｋ・ディック,5
884,津軽三味線ひとり旅,高橋竹山,5
885,維新への胎動,徳富蘇峰,6
886,エセー,ミシェル・ド・モンテーニュ,3
887,禅と日本文化,鈴木大拙,3
888,ビル・ゲイツの面接試験,ウィリアム・パウンドストーン,4
889,誰も書かなかった日本医師会,水野肇,2
890,芸術家Ｍのできるまで,森村泰昌,5
891,金色夜叉,尾崎紅葉,5
892,ぼくの伯父さんは、のんきな郵便屋さん,ジャック・タチ,5
893,かくれ里,白洲正子,5
894,メルメ・カション,富田仁,6
895,モーセと一神教,ジグムント・フロイト,6
896,幕末三舟伝,頭山満,6
897,千年王国の追求,ノーマン・コーン,6
898,建築における「日本的なもの」,磯崎新,5
899,斜線,ロジェ・カイヨワ,8
900,銀河鉄道の夜,宮沢賢治,5
901,死ぬことと生きること,土門拳,5
902,戦争とプロパガンダ,エドワード・サイード,7
903,メディアの理論,フレッド・イングリス,8
904,賭博と国家と男と女,竹内久美子,7
905,聖杯と剣,リーアン・アイスラー,3
906,武原はん一代,武原はん,5
907,「敗者」の精神史,山口昌男,7
908,パサージュ論,ヴァルター・ベンヤミン,3
909,確実性の終焉,イリヤ・プリゴジン,1
910,神仏習合,逵日出典,6
911,テレヴィジオン,ジャック・ラカン,3
912,白書,ジャン・コクトー,5
913,神曲,ダンテ・アリギエーリ,5
914,この国のかたち,司馬遼太郎,3
915,超薬アスピリン,平澤正夫,2
916,存在と時間,マルティン・ハイデガー,3
917,日本橋,泉鏡花,5
918,音と言葉,ウィルヘルム・フルトヴェングラー,5
919,アンビヴァレント・モダーンズ,ローレンス・オルソン,3
920,北越雪譜,鈴木牧之,6
921,ねじ式・紅い花,つげ義春,5
922,富永太郎詩集,富永太郎,5
923,冬の夜ひとりの旅人が,イタロ・カルヴィーノ,5
924,デザイナーは喧嘩師であれ,川崎和男,5
925,建礼門院右京大夫集,建礼門院右京大夫,5
926,ゲニウス・ロキ,クリスチャン・ノルベルグ＝シュルツ,5
927,狂雲集,一休宗純,3
928,イコノロジー研究,エルヴィン・パノフスキー,3
929,忍びの者,村山知義,5
930,インダクション,ホランド、ホリオーク、ニスベット、サガード,8
931,侏儒の言葉,芥川龍之介,5
932,不合理ゆえに吾信ず,埴谷雄高,3
933,新・手話辞典,手話コミュニケーション研究会,8
934,秀吉と利休,野上弥生子,6
935,失われた時を求めて,マルセル・プルースト,5
936,神経政治学,ティモシー・リアリー,3
937,会社はこれからどうなるのか,岩井克人,4
938,吉井勇歌集,吉井勇,5
939,南方録,南坊宗啓,5
940,サンクチュアリ,ウィリアム・フォークナー,5
941,神もなく主人もなく,ダニエル・ゲラン編,3
942,日本改造法案大綱,北一輝,6
943,鈴木いづみコレクション,鈴木いづみ,7
944,リヴァイアサン,トマス・ホッブズ,3
945,百禁書,ニコラス・キャロライズ他,8
946,ユダヤ人とは誰か,アーサー・ケストラー,7
947,春宵十話,岡潔,1
948,絶え間なき交信の時代,ジェームズ・カッツ＆マーク・オークス編,1
949,東海道四谷怪談,鶴屋南北,5
950,カラマーゾフの兄弟,フョードル・ドストエフスキー,5
951,阿闍世コンプレックス,小此木啓吾・北山修 編,2
952,李白詩選,李白,5
953,未来のイヴ,ヴィリエ・ド・リラダン,5
954,南天堂,寺島珠雄,8
955,日本精神分析,柄谷行人,3
956,ナショナリズム,姜尚中,3
957,弓と竪琴,オクタヴィオ・パス,5
958,ザメンホフ,伊東三郎,8
959,知識の灯台,デレク・フラワー,8
960,野火,大岡昇平,5
961,戦艦大和ノ最期,吉田満,6
962,レ・ミゼラブル,ヴィクトル・ユゴー,5
963,半七捕物帳,岡本綺堂,5
964,本朝画人傳,村松梢風,5
965,クラフトワーク,パスカル・ビュッシー,7
966,骰子一擲,ステファヌ・マラルメ,5
967,とはずがたり,後深草院二条,5
968,うつろ舟,澁澤龍彦,5
969,解明される意識,ダニエル・デネット,2
970,ヴィルヘルム・マイスター,ヨハン・ヴォルフガング・ゲーテ,5
971,火の鳥,手塚治虫,5
972,ポオ全集,エドガー・アラン・ポオ,5
973,駱駝祥子,老舎,5
974,近松浄瑠璃集,近松門左衛門,5
975,東京セブンローズ,井上ひさし,8
976,病める舞姫,土方巽,5
977,砕け散るものの中の平和,アンリ・ミショー,5
978,ライト自伝,フランク・ロイド・ライト,5
979,対称性人類学,中沢新一,3
980,グレン・グールド著作集,グレン・グールド,5
981,かたち誕生,杉浦康平,3
982,世界大博物図鑑,荒俣宏,3
983,連環記,幸田露伴,5
984,バルテュス,クロード・ロワ,5
985,はにかみの国,石牟礼道子,5
986,免疫の意味論,多田富雄,2
987,漢字の世界,白川静,8
988,正法眼蔵,道元,3
989,産霊山秘録,半村良,5
990,さかしま,ジョリ・カルル・ユイスマンス,5
991,おくのほそ道,松尾芭蕉,5
992,本居宣長,小林秀雄,3
993,玄語,三浦梅園,3
994,ライプニッツ著作集,ウィルヘルム・ライプニッツ,3
995,過程と実在,アルフレッド・ノース・ホワイトヘッド,3
996,伝習録,王陽明,6
997,水戸イデオロギー,ヴィクター・コシュマン,6
998,南総里見八犬伝,滝沢馬琴,5
999,オデュッセイアー,ホメーロス,6
1000,良寛全集,良寛,5
1001,エレガントな宇宙,ブライアン・グリーン,1
1002,聖なる空間と時間,ミルチャ・エリアーデ,3
1003,鶴の眼,石田波郷,5
1004,池袋モンパルナス,宇佐美承,7
1005,虚数の情緒,吉田武,1
1006,魔都,久生十蘭,5
1007,クルト・ヴァイル,岩淵達治・早崎えりな,5
1008,仁斎・徂徠・宣長,吉川幸次郎,3
1009,確率の哲学的試論,ピエール・シモン・ラプラス,1
1010,イコノスタシス,阿木譲,5
1011,日本史の誕生,岡田英弘,6
1012,迷宮としての世界,グスタフ・ルネ・ホッケ,3
1013,細川ガラシャ夫人,三浦綾子,6
1014,エットーレ・ソットサス,ジャン・バーニー,5
1015,ノンちゃん 雲に乗る,石井桃子,5
1016,山の民・川の民,井上鋭夫,6
1017,近代日本のメディア・イベント,津金澤聰廣 編著,7
1018,書物の出現,リュシアン・フェーヴル＆アンリ=ジャン・マルタン,8
1019,新幾何学思想史,近藤洋逸,1
1020,レトリック,オリヴィエ・ルブール,8
1021,インド古代史,中村元,6
1022,絹と明察,三島由紀夫,5
1023,ツァラトストラかく語りき,フリードリッヒ・ニーチェ,3
1024,西洋の没落,オスヴァルト・シュペングラー,6
1025,清沢満之,藤田正勝・安富信哉,3
1026,母権制,ヨハン・ヤコプ・バハオーフェン,6
1027,カリガリからヒトラーへ,ジークフリート・クラカウアー,5
1028,恐怖の権力,ジュリア・クリステヴァ,3
1029,構成的権力,アントニオ・ネグリ,3
1030,伽藍が白かったとき,ル・コルビュジエ,5
1031,絵画の自意識,ヴィクトール・ストイキツァ,5
1032,古楽とは何か,ニコラウス・アーノンクール,5
1033,音、沈黙と測りあえるほどに,武満徹,5
1034,ベルニーニ,石鍋真澄,5
1035,造形思考,パウル・クレー,5
1036,日本の前衛絵画,中村義一,5
1037,日本の現代美術,菅原教夫,5
1038,秀吉の野望と誤算,笠谷和比古・黒田慶一,6
1039,〈意〉の文化と〈情〉の文化,王敏 編著,7
1040,聖少女,倉橋由美子,5
1041,東洋的無,久松真一,3
1042,暗黙知の次元,マイケル・ポランニー,3
1043,生命とは何か,エルヴィン・シュレディンガー,2
1044,鉱物学,森本信男・砂川一郎・都城秋穂,1
1045,近代画家論,ジョン・ラスキン,5
1046,後水尾院,熊倉功夫,6
1047,アメリカン・マインドの終焉,アラン・ブルーム,7
1048,北原白秋集,北原白秋,5
1049,日本文学史,小西甚一,5
1050,化石,井尻正二,1
1051,近代美人伝,長谷川時雨,6
1052,廃墟の歩き方,栗原亨,7
1053,吉田一穂大系,吉田一穂,5
1054,日本の絵本史,鳥越 信編,8
1055,銀座の米田屋洋服店,柴田和子,7
1056,ゼーロン・淡雪,牧野信一,5
1057,近代日本少年少女感情史考,北田耕也,5
1058,ゲーデル再考,ハオ・ワン,1
1059,自我と脳,カール・ポパー＆ジョン・エクルズ,8
1060,生命を捉えなおす,清水博,2
1061,時間の矢,リチャード・モリス,1
1062,ナチュラル・ウーマン,松浦理英子,5
1063,オートポイエーシス,ウンベルト・マトゥラーナ＆フランシスコ・ヴァレラ,2
1064,情報化爆弾,ポール・ヴィリリオ,1
1065,ハッカー宣言,マッケンジー・ワーク,1
1066,複雑性とパラドックス,ジョン・キャスティ,1
1067,ゴドーを待ちながら,サミュエル・ベケット,5
1068,美学入門,中井正一,5
1069,利己的な遺伝子,リチャード・ドーキンス,2
1070,闇の奥,ジョーゼフ・コンラッド,5
1071,天皇誕生,遠山美都男,6
1072,ネオテニー,アシュレイ・モンターギュ,2
1073,メス化する自然,デボラ・キャドバリー,2
1074,全体性と内蔵秩序,デヴィッド・ボーム,1
1075,ブログ,ダン・ギルモア,1
1076,自己組織化と進化の論理,スチュアート・カウフマン,2
1077,ゲーム理論を読みとく,竹田茂夫,1
1078,エイズ,畑中正一,2
1079,アフォーダンス,佐々木正人,8
1080,「国語」という思想,イ・ヨンスク,8
1081,イメージ連想の文化誌,山下主一郎,3
1082,アンチ・オイディプス,ジル・ドゥルーズ＆フェリックス・ガタリ,3
1083,文明の衝突,サミュエル・ハンチントン,7
1084,帝国的ナショナリズム,大澤真幸,7
1085,クレオール主義,今福龍太,3
1086,西田幾多郎哲学論集,西田幾多郎,3
1087,異神,山本ひろ子,6
1088,室町の王権,今谷明,6
1089,花鳥の使,尼ヶ崎彬,5
1090,徳川イデオロギー,ヘルマン・オームス,6
1091,幕末の天皇,藤田覚,6
1092,日本の失敗,松本健一,6
1093,八大山人,周士心,5
1094,フェルメール,アンソニー・ベイリー,5
1095,黒澤明と早坂文雄,西村雄一郎,5
1096,ジョージア・オキーフ,ローリー・ライル,5
1097,小村雪岱,星川清司,5
1098,ゴシック,アンリ・フォション,5
1099,ニジンスキーの手記,ヴァーツラフ・ニジンスキー,5
1100,型の日本文化,安田武,3
1101,モダンデザイン批判,柏木博,5
1102,コンセプチュアル・アート,トニー・ゴドフリー,5
1103,バイ・バイ・キップリング,ナム・ジュン・パイク,5
1104,建築的思考のゆくえ,内藤廣,5
1105,写真ノ話,荒木経惟,5
1106,未来派,キャロライン・ティズダル＆アンジェロ・ボッツォーラ,5
1107,負ける建築,隈研吾,5
1108,市場対国家,ダニエル・ヤーギン＆ジョゼフ・スタニスロー,4
1109,澄み透った闇,十文字美信,5
1110,昭和という時代,鈴木治雄対談集,7
1111,黒い花びら,村松友視,7
1112,田中清玄自伝,田中清玄・大須賀瑞夫,6
1113,江戸の市場経済,岡崎哲二,4
1114,猫と小石とディアギレフ,福原義春,4
1115,資本主義のハビトゥス,ピエール・ブルデュー,4
1116,江戸の身体を開く,タイモン・スクリーチ,6
1117,Ｔ．Ａ．Ｚ．,ハキム・ベイ,1
1118,ネット・ポリティックス,土屋大洋,7
1119,北条政子,永井路子,6
1120,女性の深層,エーリッヒ・ノイマン,3
1121,百物語,杉浦日向子,5
1122,ぼくの哲学,アンディ・ウォーホル,5
1123,笑いの経済学,木村政雄,7
1124,アヴァン・ポップ,ラリイ・マキャフリイ,5
1125,ボランティア,金子郁容,4
1126,インターネット資本論,スタン・デイビス＆クリストファー・マイヤー,4
1127,性的差異のエチカ,リュス・イリガライ,3
1128,江戸商売図絵,三谷一馬,4
1129,木村蒹葭堂のサロン,中村真一郎,4
1130,多文明共存時代の農業,高谷好一,7
1131,日本／権力構造の謎,カレル・ヴァン・ウォルフレン,7
1132,女帝の手記,里中満智子,6
1133,市場の書,ゲルト・ハルダッハ＆ユルゲン・シリング,4
1134,日本創業者列伝,加来耕三,4
1135,非常民の性民俗,赤松啓介,6
1136,悪徳の栄え,マルキ・ド・サド,5
1137,ゲイ文化の主役たち,ポール・ラッセル,7
1138,江戸の枕絵師,林美一,5
1139,カムイ伝,白土三平,5
1140,猿と女とサイボーグ,ダナ・ハラウェイ,3
1141,稲と鳥と太陽の道,萩原秀三郎,6
1142,日本人の自画像,加藤典洋,6
1143,異装のセクシャリティ,石井達朗,7
1144,海上の道,柳田国男,6
1145,海をわたる蝶,日浦勇,2
1146,インプロヴィゼーション,デレク・ベイリー,5
1147,鎮魂行法論,津城寛文,6
1148,一握の砂・悲しき玩具,石川啄木,5
1149,中国遊侠史,汪涌豪,6
1150,東京裁判,アーノルド・ブラックマン,6
1151,愛国者は信用できるか,鈴木邦男,3
1152,賃貸宇宙,都築響一,5
1153,青い麦,シドニー＝ガブリエル・コレット,5
1154,梁塵秘抄,西郷信綱,5
